央视频道,#genre#
CCTV6,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV6,http://218.241.192.50:8808/rtp/239.3.1.174:8001
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV6,http://123.114.19.80:4000/rtp/239.3.1.174:8001
CCTV6,http://222.241.154.37:9901/tsfile/live/23006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://117.27.190.42:9998/tsfile/live/23237_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV6,http://113.94.31.25:4022/udp/239.77.0.171:5146
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024341/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024341
CCTV7,http://218.241.192.50:8808/rtp/239.3.1.61:8104
CCTV7,http://123.114.19.80:4000/rtp/239.3.1.61:8104
CCTV7,http://222.241.154.37:9901/tsfile/live/23007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV7,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv7
CCTV7,http://60.10.139.10:8801/hls/7/index.m3u8
CCTV7,http://59.62.8.250:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://148.135.93.213:81/live.php?id=CCTV7
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736
CCTV8,http://218.241.192.50:8808/rtp/239.3.1.175:8001
CCTV8,http://59.62.8.250:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.114.19.80:4000/rtp/239.3.1.175:8001
CCTV8,http://222.241.154.37:9901/tsfile/live/23008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV8,http://110.80.17.38:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://113.94.31.25:4022/udp/239.77.0.172:5146
CCTV8,http://218.18.4.146:8888/udp/239.77.0.172:5146
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://218.241.192.50:8808/rtp/239.3.1.62:8112
CCTV9,http://110.80.17.38:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://123.114.19.80:4000/rtp/239.3.1.62:8112
CCTV9,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014583/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014583
CCTV9,http://222.241.154.37:9901/tsfile/live/23009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV9,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv9
CCTV9,http://60.10.139.10:8801/hls/9/index.m3u8
CCTV9,http://59.62.8.250:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://218.241.192.50:8808/rtp/239.3.1.63:8116
CCTV10,http://110.80.17.38:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://123.114.19.80:4000/rtp/239.3.1.63:8116
CCTV10,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023734/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023734
CCTV10,http://222.241.154.37:9901/tsfile/live/23010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV10,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv10
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106
CCTV11,http://218.241.192.50:8808/rtp/239.3.1.152:8120
CCTV11,http://123.114.19.80:4000/rtp/239.3.1.152:8120
CCTV11,http://222.241.154.37:9901/tsfile/live/23011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV11,http://1.24.190.98:10080/hls/11/index.m3u8
CCTV11,http://113.94.31.25:4022/udp/239.77.1.238:5146
CCTV11,http://218.18.4.146:8888/udp/239.77.1.238:5146
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032494/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032494
CCTV12,http://218.241.192.50:8808/rtp/239.3.1.64:8124
CCTV12,http://110.80.17.38:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://123.114.19.80:4000/rtp/239.3.1.64:8124
CCTV12,http://222.241.154.37:9901/tsfile/live/23012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV12,http://1.24.190.98:10080/hls/12/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV13,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031108/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031108
CCTV13,http://218.241.192.50:8808/rtp/239.3.1.124:8128
CCTV13,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv13
CCTV13,http://123.114.19.80:4000/rtp/239.3.1.124:8128
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170
CCTV14,http://218.241.192.50:8808/rtp/239.3.1.65:8132
CCTV14,http://59.62.8.250:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.114.19.80:4000/rtp/239.3.1.65:8132
CCTV14,http://222.241.154.37:9901/tsfile/live/23014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109
CCTV15,http://218.241.192.50:8808/rtp/239.3.1.153:8136
CCTV15,http://123.114.19.80:4000/rtp/239.3.1.153:8136
CCTV15,http://222.241.154.37:9901/tsfile/live/23015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://1.24.190.98:10080/hls/15/index.m3u8
CCTV15,http://113.94.31.25:4022/udp/239.77.1.239:5146
CCTV15,http://218.18.4.146:8888/udp/239.77.1.239:5146
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://218.241.192.50:8808/rtp/239.3.1.184:8001
CCTV16,http://123.114.19.80:4000/rtp/239.3.1.184:8001
CCTV16,http://123.114.19.80:4000/rtp/239.3.1.183:8001
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV16,http://218.241.192.50:8808/rtp/239.3.1.183:8001
CCTV16,http://222.241.154.37:9901/tsfile/live/23016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV16,http://113.94.31.25:4022/udp/239.77.0.165:5146
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://218.241.192.50:8808/rtp/239.3.1.151:8144
CCTV17,http://110.80.17.38:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV17,http://123.114.19.80:4000/rtp/239.3.1.151:8144
CCTV17,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004
CCTV17,http://223.151.51.74:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.241.154.37:9901/tsfile/live/23017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://117.27.190.42:9998/tsfile/live/23247_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/1.m3u8
CCTV4K,http://148.135.93.213:81/live.php?id=CCTV4K
CCTV4K,rtp://239.3.1.245:2000
CCTV4K,http://mtw.so/5VbDUV
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/780/2024081303.m3u8
CCTV4K,http://bkbktlivecloud-cdn.ysp.cctv.cn/sx/2024081303.m3u8?key=txiptv&playlive=1&authid=0#http://120.233.188.118/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024081303.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://120.233.188.118/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024081302.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://my3.zhoujie218.top:50000/ysp/cctv4k
CCTV8K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/8K120M/playlist.m3u8
CCTV8K,http://117.72.68.25:9930/ys4k.php?id=8k
CCTV8K,http://192.168.10.1:6688/ysptp/cctv8k_36m.m3u8
CCTV8K,http://mtw.so/62HqYI
CCTV8K,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/071/2020603421.m3u8
CCTV8K,http://bkbktlivecloud-cdn.ysp.cctv.cn/sx/2020603421.m3u8?key=txiptv&playlive=1&authid=0#http://120.233.188.118/hlslive-tx-cdn.ysp.cctv.cn/ysp/2020603421.m3u8?key=txiptv&playlive=1&authid=0
CCTV8K,http://120.233.188.118/hlslive-tx-cdn.ysp.cctv.cn/ysp/2020603421.m3u8?key=txiptv&playlive=1&authid=0
CCTV8K,http://my3.zhoujie218.top:50000/ysp/cctv8k
CCTV8K,http://mdxgh.tpddns.cn:88/mdxgh/cctv8k
CCTV8K,https://tv.cry33.com/ys4k.php?id=8k
CGTN,P2p://generationnexxxt.com:19806/1b5e656dd2604b7e9af1133db1f40955
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,http://fm1077.serv00.net/Smart.php?id=CGTN
CGTN,https://live.cgtn.com/1000/prog_index.m3u8
CGTN,http://home.oxtv.top:5066/udp/239.21.1.10:5002
CGTN,http://home.oxtv.top:5066/udp/239.21.2.30:5002
CGTN,http://218.80.79.205:4022/udp/239.45.1.194:5140
CGTN,http://123.114.19.80:4000/rtp/239.3.1.16:8056
CGTN,rtsp://115.153.254.81/PLTV/88888888/224/3221226694/55738457.smil
CGTN,http://my3.zhoujie218.top:50000/ysp/cgtn
CETV1,http://123.114.19.80:4000/rtp/239.3.1.57:8152
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV1,http://home.oxtv.top:5066/udp/239.21.2.7:5002
CETV1,http://180.142.178.242:8138/udp/239.81.0.52:4056
CETV1,http://123.114.19.80:4000/rtp/239.3.1.146:4120
CETV1,http://110.184.114.172:4022/udp/239.93.1.111:5140
CETV1,http://123.114.101.199:4022/rtp/239.3.1.57:8152
CETV1,http://123.168.95.252:4000/udp/239.21.2.7:5002
CETV1,http://116.179.130.205:6000/rtp/226.0.2.181:9360
CETV1,http://dp.sxtv.top:88/live/bestv.php?id=zgjy1
CETV2,http://123.114.19.80:4000/rtp/239.3.1.54:4120
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2,http://home.oxtv.top:5066/udp/239.21.2.8:5002
CETV2,http://dp.sxtv.top:88/live/bestv.php?id=zgjy2
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV2,http://hwylivehd.centv.cn/cetv2/2020tsytk.m3u8
CETV2,https://stream1.freetv.fun/02c6fc71ae00fab267ab704944c9e0330cdf67b019c1f770f334bf2cd3a83cfd.m3u8
CETV2,https://stream1.freetv.fun/bc728ffd9e24103b8c98a32d08f1d782c97acb3e4c1fea407fd99a57bef0468b.m3u8
CETV2,https://stream1.freetv.fun/f9ae3f96934f87540c00fbdd9570c6de77c15011cbba61441f3080d46a8676ec.m3u8
CETV2,https://stream1.freetv.fun/fe0bb0b81747167eeeb21d7cfa8a843634ae0bcdbe9e30176d8cece2a2730913.m3u8
CETV3,http://123.114.19.80:4000/rtp/239.3.1.55:4120
CETV3,http://61.51.141.145:8888/rtp/239.3.1.55:4120
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226226/1.m3u8
CETV3,http://hwylivehd.centv.cn/cetv3/bjdm.m3u8
CETV3,https://stream1.freetv.fun/b0075ddc90bc82b95d80f3fe9bd41a55d8a6da12d042902641bb10985b1da316.m3u8
CETV4,http://123.114.19.80:4000/rtp/239.3.1.56:4120
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4,http://home.oxtv.top:5066/udp/239.21.1.222:5002
CETV4,http://180.142.178.242:8138/udp/239.81.0.246:4056
CETV4,http://dp.sxtv.top:88/live/bestv.php?id=zgjy4
CETV4,http://123.182.163.173:8989/rtp/239.254.200.227:6261
CETV4,http://111.225.115.28:808/tsfile/live/1030_1.m3u8
CETV4,http://115.192.156.135:4022/udp/233.50.200.162:5140
CETV4,http://115.193.154.26:10000/udp/233.50.200.162:5140
CETV4,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3
CCTV第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://42.48.17.204:808/hls/117/index.m3u8
CCTV第一剧场,http://223.10.63.66:8083/udp/239.1.1.94:8094
CCTV第一剧场,http://223.10.63.66:8082/udp/239.1.1.94:8094
CCTV第一剧场,http://58.63.64.167:8888/udp/239.253.43.28:5146
CCTV第一剧场,http://58.63.64.167:8888/udp/239.253.43.15:5146
CCTV第一剧场,http://www.akw323.com:9527/rtp/238.255.2.25:5999
CCTV第一剧场,http://my3.zhoujie218.top:50000/ysp/cctv-diyijuchang
CCTV第一剧场,http://116.179.130.205:6000/rtp/226.0.2.221:9680
CCTV第一剧场,http://223.10.12.38:8083/udp/239.1.1.94:8094
CCTV怀旧剧场,http://42.48.17.204:808/hls/112/index.m3u8
CCTV怀旧剧场,http://58.63.64.167:8888/udp/239.253.43.25:5146
CCTV怀旧剧场,http://58.63.64.167:8888/udp/239.253.43.5:5146
CCTV怀旧剧场,http://www.akw323.com:9527/rtp/238.255.2.33:5999
CCTV怀旧剧场,http://110.178.52.119:8084/udp/239.1.1.95:8095
CCTV怀旧剧场,http://my3.zhoujie218.top:50000/ysp/cctv-huaijiujuchang
CCTV怀旧剧场,http://116.179.130.205:6000/rtp/226.0.2.224:9704
CCTV怀旧剧场,http://117.9.171.150:8888/rtp/225.1.2.173:5002
CCTV怀旧剧场,http://113.24.136.208:8084/udp/239.1.1.95:8095
CCTV怀旧剧场,http://111.162.164.172:8686/rtp/225.1.2.173:5002
CCTV风云剧场,http://223.10.63.66:8083/udp/239.1.1.93:8093
CCTV风云剧场,http://223.10.63.66:8082/udp/239.1.1.93:8093
CCTV风云剧场,http://58.63.64.167:8888/udp/239.253.43.26:5146
CCTV风云剧场,http://58.63.64.167:8888/udp/239.253.43.16:5146
CCTV风云剧场,http://42.48.17.204:808/hls/115/index.m3u8
CCTV风云剧场,http://www.akw323.com:9527/rtp/238.255.2.28:5999
CCTV风云剧场,http://218.67.180.251:8888/udp/225.1.2.174:5002
CCTV风云剧场,http://my3.zhoujie218.top:50000/ysp/cctv-fengyunjuchang
CCTV风云剧场,http://mdxgh.tpddns.cn:88/mdxgh/cctvfyjc
CCTV风云剧场,http://116.179.130.205:6000/rtp/226.0.2.227:9728
CCTV世界地理,http://42.48.17.204:808/hls/109/index.m3u8
CCTV世界地理,http://223.10.63.66:8083/udp/239.1.1.99:8099
CCTV世界地理,http://223.10.63.66:8082/udp/239.1.1.99:8099
CCTV世界地理,http://58.63.64.167:8888/udp/239.253.43.24:5146
CCTV世界地理,http://58.63.64.167:8888/udp/239.253.43.7:5146
CCTV世界地理,http://www.akw323.com:9527/rtp/238.255.2.26:5999
CCTV世界地理,http://my3.zhoujie218.top:50000/ysp/cctv-shijiedili
CCTV世界地理,http://116.179.130.205:6000/rtp/226.0.2.222:9688
CCTV世界地理,http://223.10.12.38:8083/udp/239.1.1.99:8099
CCTV世界地理,http://223.10.12.38:8084/udp/239.1.1.99:8099
CCTV风云音乐,http://58.63.64.167:8888/udp/239.253.43.29:5146
CCTV风云音乐,http://58.63.64.167:8888/udp/239.253.43.6:5146
CCTV风云音乐,http://42.48.17.204:808/hls/114/index.m3u8
CCTV风云音乐,http://www.akw323.com:9527/rtp/238.255.2.24:5999
CCTV风云音乐,http://110.178.52.119:8084/udp/239.1.1.96:8096
CCTV风云音乐,http://my3.zhoujie218.top:50000/ysp/cctv-fengyunyinyue
CCTV风云音乐,http://116.179.130.205:6000/rtp/226.0.2.220:9672
CCTV风云音乐,http://117.9.171.150:8888/rtp/225.1.2.176:5002
CCTV风云音乐,http://113.24.136.208:8084/udp/239.1.1.96:8096
CCTV风云音乐,http://111.162.164.172:8686/rtp/225.1.2.176:5002
CCTV国防军事,https://epg.pw/stream/ac14de0ee2633fbae592ba76f71688308fcc6cf04419ef6b7eefee4c8e41e437.m3u8
CCTV女性时尚,http://223.10.63.66:8083/udp/239.1.1.89:8089
CCTV女性时尚,http://223.10.63.66:8082/udp/239.1.1.89:8089
CCTV女性时尚,http://58.63.64.167:8888/udp/239.253.43.23:5146
CCTV女性时尚,http://58.63.64.167:8888/udp/239.253.43.8:5146
CCTV女性时尚,http://218.67.180.251:8888/udp/225.1.2.172:5002
CCTV女性时尚,http://my3.zhoujie218.top:50000/ysp/cctv-nvxingshishang
CCTV女性时尚,http://116.179.130.205:6000/rtp/226.0.2.226:9720
CCTV女性时尚,http://223.10.12.38:8083/udp/239.1.1.89:8089
CCTV女性时尚,http://223.10.12.38:8084/udp/239.1.1.89:8089
CCTV女性时尚,http://223.10.12.38:8082/udp/239.1.1.89:8089
CCTV央视文化精品,http://58.63.64.167:8888/udp/239.253.43.27:5146
CCTV央视文化精品,http://58.63.64.167:8888/udp/239.253.43.13:5146
CCTV央视文化精品,http://223.10.63.66:8083/udp/239.1.1.91:8091
CCTV央视文化精品,http://223.10.63.66:8082/udp/239.1.1.91:8091
CCTV央视文化精品,http://my3.zhoujie218.top:50000/ysp/cctv-wenhuajingpin
CCTV央视文化精品,http://116.179.130.205:6000/rtp/226.0.2.219:9664
